brand_name,cuisine_tags,restaurant_rating,delivery_time,service_fee,minimum_order_amount,new_restaurant
Pet Corner,Pet Shop,Amazing,53,9.00,10.00,
Merw Honey,"Specialty Store,Cakes and Desserts",,58,7.00,10.00,
"Doner Kebab, Dubai Media City","Turkish,Shawarma & Doner,Sandwiches",Good,52,9.00,10.00,
Q6 Bistro,"Breakfast,Cafe,International",Very good,57,9.00,0.00,
Lyfte Specialty Coffee,"Cafe,Bakery and Cakes,Breakfast",Good,59,7.00,10.00,
Treehouse Juicery,"Beverages,Healthy",,61,7.00,10.00,
FLEXI KITCHEN FUSION,"Burgers,Grills,Healthy",Good,61,7.00,10.00,
Balkan Brunch Dubai,"Grills,Healthy,Sandwiches",Amazing,59,9.00,10.00,New
Chicken Cottage,"Grills,Healthy,International",Good,60,6.00,40.00,
Home Taste,"Arabic,Healthy,Lebanese",Amazing,72,5.00,10.00,
Brisk,"Healthy,International",Very good,51,9.00,0.00,
Mexico City Wrap,"American,Healthy,Mexican",Good,54,7.00,10.00,
1004 Gourmet,"Grocery,Supermarket",Very good,62,7.00,10.00,
Khana Sutra,"Indian,Pakistani",Good,59,7.00,10.00,
Flavors Dineout,"International,Cafe",Very good,55,9.00,10.00,
Skyler's Place,"American,Italian,Mexican",Very good,57,9.00,0.00,
Just Chill,"Specialty Store,Beverages",,57,9.00,10.00,
Kokoroo,"Arabic,International",Very good,53,9.00,10.00,
Chicken Joint,"Sandwiches,Burgers",,57,9.00,10.00,
Yummy In My Tummy,"Healthy,Breakfast,Desserts",,59,9.00,10.00,New
Homesmiths,Specialty Store,,55,9.00,10.00,New
"Harrods, Al Barsha 3","Mexican,Sandwiches,Burgers",Very good,63,9.00,10.00,
Organic Seafood & Fish,"Specialty Store,Butchery",Good,58,9.00,10.00,
Grandmother Roastery,"Specialty Store,Roastery",,62,9.00,10.00,New
Hello Asia,"Beverages,Seafood,Thai",Very good,67,9.00,10.00,
Seafood Sale,"Specialty Store,Butchery",,56,9.00,10.00,
Gazania Arabic Restaurant,"Arabic,Shawarma & Doner,Grills",Very good,57,9.00,10.00,
Chef Lanka Restaurant,"Chinese,Seafood,International",,59,9.00,10.00,
Encapsulate Coffee & Tea Capsules,"Specialty Store,Roastery",Amazing,60,9.00,10.00,
UniPro Pet Foods,Pet Shop,,60,9.00,10.00,
"Filli Cafe, Al Sufouh 2","Sandwiches,Burgers",,59,9.00,10.00,
Saylitas Quesadillas,"American,Sandwiches",Very good,68,9.00,10.00,
Organic Foods And Cafe,"Healthy,Pizza",,62,9.00,10.00,
Tranzeet Burger,"Burgers,Fast Food,American",,62,9.00,10.00,
"The Good Greek,Al Quoz Industrial Area 3",International,Very good,63,9.00,10.00,
"Sumaq,Al Quoz Industrial Area 3",International,Good,63,9.00,10.00,
"The Better Burger Co.,Al Quoz Industrial Area 3",International,Amazing,63,9.00,10.00,
The Spread Cafe,Cafe,Amazing,64,9.00,10.00,
Sale Sucre Sweets,"Specialty Store,Cakes and Desserts,Desserts",Good,53,9.00,10.00,
Choco Fondue,"Desserts,Chocolate ,Ice Cream",,61,9.00,10.00,
IL Principe,"Italian,Pizza",Amazing,77,9.00,10.00,
Persis Land,"Italian,International,Grills",,84,9.00,10.00,
Bagel Yard,"Cafe,Healthy",Very good,59,9.00,10.00,
"Small Cakes Cupcakery, Al Wasl","Specialty Store,Bakery,Desserts",Very good,60,31.00,0.00,
Elegant Flowers,Flowers,,60,10.00,200.00,
Deja Seafood Restaurant,"Seafood,Arabic",Very good,60,9.00,10.00,
Brothers Gas,Specialty Store,,165,25.00,14.00,
